x,y
-3.7350000000000056,-1.7290649524264021
-3.7300000000000058,-1.7227745280063362
-3.725000000000006,-1.7165669905522118
-3.720000000000006,-1.7104405450841083
-3.715000000000006,-1.7043934758096713
-3.710000000000006,-1.6984241413416772
-3.7050000000000063,-1.6925309702831068
-3.7000000000000064,-1.6867124571457226
-3.6950000000000065,-1.680967158571832
-3.6900000000000066,-1.6752936898321047
-3.6850000000000067,-1.669690721575154
-3.680000000000007,-1.6641569768070732
-3.675000000000007,-1.6586912280813224
-3.670000000000007,-1.6532922948813091
-3.665000000000007,-1.6479590411797314
-3.6600000000000072,-1.6426903731602898
-3.6550000000000074,-1.637485237088739
-3.6500000000000075,-1.6323426173214743
-3.6450000000000076,-1.627261534440934
-3.6400000000000077,-1.6222410435080659
-3.635000000000008,-1.6172802324230033
-3.630000000000008,-1.6123782203858505
-3.625000000000008,-1.6075341564502081
-3.620000000000008,-1.6027472181626865
-3.615000000000008,-1.5980166102822473
-3.6100000000000083,-1.5933415635737065
-3.6050000000000084,-1.5887213336702226
-3.6000000000000085,-1.5841552000000079
-3.5950000000000086,-1.579642464772879
-3.5900000000000087,-1.5751824520226299
-3.585000000000009,-1.5707745067015042
-3.580000000000009,-1.566417993823356
-3.575000000000009,-1.5621122976523292
-3.570000000000009,-1.5578568209341488
-3.5650000000000093,-1.5536509841673123
-3.5600000000000094,-1.5494942249116885
-3.5550000000000095,-1.5453859971322106
-3.5500000000000096,-1.5413257705755048
-3.5450000000000097,-1.537313030177474
-3.54000000000001,-1.5333472754999753
-3.53500000000001,-1.5294280201948711
-3.53000000000001,-1.5255547914938536
-3.52500000000001,-1.5217271297225476
-3.5200000000000102,-1.5179445878375029
-3.5150000000000103,-1.5142067309847755
-3.5100000000000104,-1.5105131360788921
-3.5050000000000106,-1.5068633914010596
-3.5000000000000107,-1.503257096215569
-3.4950000000000108,-1.4996938604034011
-3.490000000000011,-1.4961733041121072
-3.485000000000011,-1.4926950574211033
-3.480000000000011,-1.489258760021555
-3.475000000000011,-1.4858640609101057
-3.4700000000000113,-1.4825106180957133
-3.4650000000000114,-1.4791980983189452
-3.4600000000000115,-1.4759261767830831
-3.4550000000000116,-1.4726945368964528
-3.4500000000000117,-1.46950287002542
-3.445000000000012,-1.4663508752575245
-3.440000000000012,-1.4632382591742616
-3.435000000000012,-1.4601647356330383
-3.430000000000012,-1.4571300255578743
-3.4250000000000123,-1.4541338567384237
-3.4200000000000124,-1.451175963636933
-3.4150000000000125,-1.4482560872027623
-3.4100000000000126,-1.4453739746941219
-3.4050000000000127,-1.4425293795066958
-3.400000000000013,-1.439722061008839
-3.395000000000013,-1.4369517843830537
-3.390000000000013,-1.434218320473463
-3.385000000000013,-1.4315214456390262
-3.380000000000013,-1.4288609416122329
-3.3750000000000133,-1.4262365953630494
-3.3700000000000134,-1.4236481989678855
-3.3650000000000135,-1.4210955494833755
-3.3600000000000136,-1.4185784488247588
-3.3550000000000137,-1.4160967036486856
-3.350000000000014,-1.4136501252402471
-3.345000000000014,-1.4112385294040704
-3.340000000000014,-1.408861736359307
-3.335000000000014,-1.4065195706383586
-3.3300000000000143,-1.4042118609891951
-3.3250000000000144,-1.4019384402811197
-3.3200000000000145,-1.3996991454138457
-3.3150000000000146,-1.397493817229762
-3.3100000000000147,-1.39532230042926
-3.305000000000015,-1.393184443489008
-3.300000000000015,-1.3910800985830605
-3.295000000000015,-1.389009121506703
-3.290000000000015,-1.38697137160292
-3.2850000000000152,-1.3849667116914048
-3.2800000000000153,-1.3829950080000062
-3.2750000000000155,-1.3810561300985356
-3.2700000000000156,-1.3791499508348437
-3.2650000000000157,-1.3772763462730921
-3.2600000000000158,-1.3754351956341409
-3.255000000000016,-1.3736263812379828
-3.250000000000016,-1.3718497884481513
-3.245000000000016,-1.3701053056180426
-3.240000000000016,-1.368392824039078
-3.2350000000000163,-1.3667122378906607
-3.2300000000000164,-1.3650634441918568
-3.2250000000000165,-1.3634463427547514
-3.2200000000000166,-1.3618608361394293
-3.2150000000000167,-1.3603068296105234
-3.210000000000017,-1.3587842310952905
-3.205000000000017,-1.3572929511431624
-3.200000000000017,-1.3558329028867337
-3.195000000000017,-1.3544040020041404
-3.1900000000000173,-1.3530061666827906
-3.1850000000000174,-1.3516393175844108
-3.1800000000000175,-1.3503033778113696
-3.1750000000000176,-1.3489982728742438
-3.1700000000000177,-1.3477239306605941
-3.165000000000018,-1.3464802814049195
-3.160000000000018,-1.345267257659759
-3.155000000000018,-1.344084794267911
-3.150000000000018,-1.3429328283357447
-3.1450000000000182,-1.341811299207575
-3.1400000000000183,-1.3407201484410791
-3.1350000000000184,-1.339659319783724
-3.1300000000000185,-1.3386287591501942
-3.1250000000000187,-1.3376284146007824
-3.1200000000000188,-1.336658236320735
-3.115000000000019,-1.3357181766005302
-3.110000000000019,-1.3348081898170627
-3.105000000000019,-1.3339282324157282
-3.100000000000019,-1.3330782628933833
-3.0950000000000193,-1.332258241782168
-3.0900000000000194,-1.331468131634176
-3.0850000000000195,-1.3307078970069557
-3.0800000000000196,-1.3299775044498339
-3.0750000000000197,-1.3292769224910463
-3.07000000000002,-1.3286061216256615
-3.06500000000002,-1.3279650743042923
-3.06000000000002,-1.32735375492258
-3.05500000000002,-1.3267721398114452
-3.0500000000000203,-1.326220207228093
-3.0450000000000204,-1.3256979373477702
-3.0400000000000205,-1.3252053122562581
-3.0350000000000206,-1.3247423159431067
-3.0300000000000207,-1.32430893429559
-3.025000000000021,-1.3239051550933914
-3.020000000000021,-1.3235309680040026
-3.015000000000021,-1.3231863645788384
-3.010000000000021,-1.3228713382500636
-3.005000000000021,-1.3225858843281273
-3.0000000000000213,-1.3223300000000011
-2.9950000000000214,-1.3221036843281269
-2.9900000000000215,-1.3219069382500632
-2.9850000000000216,-1.3217397645788376
-2.9800000000000217,-1.3216021680040015
-2.975000000000022,-1.32149415509339
-2.970000000000022,-1.3214157342955883
-2.965000000000022,-1.3213669159431047
-2.960000000000022,-1.3213477122562565
-2.9550000000000223,-1.321358137347768
-2.9500000000000224,-1.321398207228091
-2.9450000000000225,-1.3214679398114426
-2.9400000000000226,-1.321567354922577
-2.9350000000000227,-1.321696474304289
-2.930000000000023,-1.321855321625658
-2.925000000000023,-1.3220439224910425
-2.920000000000023,-1.3222623044498298
-2.915000000000023,-1.3225104970069514
-2.9100000000000232,-1.3227885316341716
-2.9050000000000233,-1.3230964417821638
-2.9000000000000234,-1.3234342628933784
-2.8950000000000236,-1.323802032415723
-2.8900000000000237,-1.3241997898170572
-2.8850000000000238,-1.3246275766005247
-2.880000000000024,-1.3250854363207294
-2.875000000000024,-1.3255734146007763
-2.870000000000024,-1.326091559150188
-2.865000000000024,-1.3266399197837178
-2.8600000000000243,-1.327218548441072
-2.8550000000000244,-1.3278274992075683
-2.8500000000000245,-1.3284668283357375
-2.8450000000000246,-1.3291365942679036
-2.8400000000000247,-1.329836857659751
-2.835000000000025,-1.3305676814049114
-2.830000000000025,-1.3313291306605857
-2.825000000000025,-1.332121272874235
-2.820000000000025,-1.3329441778113609
-2.8150000000000253,-1.3337979175844017
-2.8100000000000254,-1.334682566682781
-2.8050000000000255,-1.3355982020041308
-2.8000000000000256,-1.336544902886724
-2.7950000000000257,-1.337522751143152
-2.790000000000026,-1.33853183109528
-2.785000000000026,-1.3395722296105128
-2.780000000000026,-1.3406440361394185
-2.775000000000026,-1.3417473427547404
-2.770000000000026,-1.3428822441918453
-2.7650000000000263,-1.344048837890649
-2.7600000000000264,-1.3452472240390658
-2.7550000000000265,-1.3464775056180303
-2.7500000000000266,-1.347739788448139
-2.7450000000000268,-1.34903418123797
-2.740000000000027,-1.350360795634128
-2.735000000000027,-1.3517197462730788
-2.730000000000027,-1.3531111508348301
-2.725000000000027,-1.3545351300985218
-2.7200000000000273,-1.3559918079999922
-2.7150000000000274,-1.3574813116913904
-2.7100000000000275,-1.3590037716029055
-2.7050000000000276,-1.3605593215066882
-2.7000000000000277,-1.3621480985830456
-2.695000000000028,-1.3637702434889925
-2.690000000000028,-1.3654259004292442
-2.685000000000028,-1.3671152172297458
-2.680000000000028,-1.3688383454138293
-2.6750000000000282,-1.3705954402811031
-2.6700000000000284,-1.3723866609891786
-2.6650000000000285,-1.3742121706383414
-2.6600000000000286,-1.3760721363592894
-2.6550000000000287,-1.3779667294040527
-2.6500000000000288,-1.379896125240229
-2.645000000000029,-1.3818605036486673
-2.640000000000029,-1.3838600488247401
-2.635000000000029,-1.3858949494833563
-2.630000000000029,-1.3879653989678666
-2.6250000000000293,-1.3900715953630298
-2.6200000000000294,-1.3922137416122133
-2.6150000000000295,-1.3943920456390062
-2.6100000000000296,-1.396606720473443
-2.6050000000000297,-1.3988579843830329
-2.60000000000003,-1.4011460610088182
-2.59500000000003,-1.4034711795066745
-2.59000000000003,-1.4058335746941002
-2.58500000000003,-1.4082334872027404
-2.5800000000000303,-1.410671163636911
-2.5750000000000304,-1.4131468567384013
-2.5700000000000305,-1.4156608255578513
-2.5650000000000306,-1.4182133356330153
-2.5600000000000307,-1.4208046591742383
-2.555000000000031,-1.4234350752575011
-2.550000000000031,-1.4261048700253958
-2.545000000000031,-1.4288143368964283
-2.540000000000031,-1.4315637767830582
-2.5350000000000312,-1.4343534983189201
-2.5300000000000313,-1.4371838180956877
-2.5250000000000314,-1.4400550609100797
-2.5200000000000315,-1.442967560021529
-2.5150000000000317,-1.4459216574210767
-2.5100000000000318,-1.4489177041120804
-2.505000000000032,-1.4519560604033739
-2.500000000000032,-1.4550370962155417
-2.495000000000032,-1.458161191401032
-2.490000000000032,-1.461328736078864
-2.4850000000000323,-1.464540130984747
-2.4800000000000324,-1.467795787837474
-2.4750000000000325,-1.4710961297225182
-2.4700000000000326,-1.4744415914938238
-2.4650000000000327,-1.477832620194841
-2.460000000000033,-1.4812696754999448
-2.455000000000033,-1.4847532301774429
-2.450000000000033,-1.4882837705754732
-2.445000000000033,-1.4918617971321786
-2.4400000000000333,-1.4954878249116565
-2.4350000000000334,-1.4991623841672799
-2.4300000000000335,-1.5028860209341162
-2.4250000000000336,-1.506659297652296
-2.4200000000000337,-1.510482793823322
-2.415000000000034,-1.51435710670147
-2.410000000000034,-1.518282852022595
-2.405000000000034,-1.522260664772844
-2.400000000000034,-1.5262911999999724
-2.395000000000034,-1.530375133670187
-2.3900000000000343,-1.5345131635736702
-2.3850000000000344,-1.5387060102822105
-2.3800000000000345,-1.5429544181626493
-2.3750000000000346,-1.54725915645017
-2.3700000000000347,-1.5516210203858125
-2.365000000000035,-1.5560408324229646
-2.360000000000035,-1.5605194435080267
-2.355000000000035,-1.5650577344408942
-2.350000000000035,-1.5696566173214344
-2.3450000000000353,-1.574317037088698
-2.3400000000000354,-1.5790399731602485
-2.3350000000000355,-1.5838264411796896
-2.3300000000000356,-1.5886774948812667
-2.3250000000000357,-1.5935942280812792
-2.320000000000036,-1.59857777680703
-2.315000000000036,-1.6036293215751098
-2.310000000000036,-1.6087500898320601
-2.305000000000036,-1.6139413585717866
-2.3000000000000362,-1.6192044571456767
-2.2950000000000363,-1.62454077028306
-2.2900000000000365,-1.62995174134163
-2.2850000000000366,-1.6354388758096237
-2.2800000000000367,-1.6410037450840602
-2.2750000000000368,-1.6466479905521627
-2.270000000000037,-1.6523733280062864
-2.265000000000037,-1.6581815524263517
-2.260000000000037,-1.6640745431679465
-2.255000000000037,-1.6700542695990492
-2.2500000000000373,-1.6761227972338069
-2.2450000000000374,-1.6822822944181217
-2.2400000000000375,-1.688535039629076
-2.2350000000000376,-1.6948834294586517
-2.2300000000000377,-1.70132998736198
-2.225000000000038,-1.7078773732617232
-2.220000000000038,-1.7145283941134686
-2.215000000000038,-1.7212860155525753
-2.210000000000038,-1.728153374761174
-2.2050000000000383,-1.7351337947155874
-2.2000000000000384,-1.7422307999999451
-2.1950000000000385,-1.7494481344020962
-2.1900000000000386,-1.7567897805441128
-2.1850000000000387,-1.7642599818430411
-2.180000000000039,-1.7718632671497732
-2.175000000000039,-1.7796044784770735
-2.170000000000039,-1.7874888023045643
-2.165000000000039,-1.7955218050423067
-2.160000000000039,-1.8037094733499137
-2.1550000000000393,-1.812058260150657
-2.1500000000000394,-1.8205751373572951
-2.1450000000000395,-1.8292676565483026
-2.1400000000000396,-1.8381440191130058
-2.1350000000000398,-1.8472131577395952
-2.13000000000004,-1.8564848315750833
-2.12500000000004,-1.8659697379739961
-2.12000000000004,-1.8756796445184045
-2.11500000000004,-1.8856275459997045
-2.1100000000000403,-1.895827852392797
-2.1050000000000404,-1.9062966156560956
-2.1000000000000405,-1.9170518056458443
-2.0950000000000406,-1.928113648821793
-2.0900000000000407,-1.9395050481673484
-2.085000000000041,-1.9512521095025188
-2.080000000000041,-1.9633848091545905
-2.075000000000041,-1.9759378524106286
-2.070000000000041,-1.988951794010109
-2.0650000000000412,-2.0024745257237795
-2.0600000000000414,-2.0165632898152412
-2.0550000000000415,-2.0312874654213493
-2.0500000000000416,-2.0467325250799484
-2.0450000000000417,-2.063005825250583
-2.040000000000042,-2.080245391999852
-2.035000000000042,-2.0986338474109734
-2.030000000000042,-2.118421717376963
-2.025000000000042,-2.1399692458169204
-2.020000000000042,-2.1638286605784627
-2.0150000000000423,-2.190928418982379
-2.0100000000000424,-2.223076577203038
-2.0050000000000425,-2.2649347624723797
-2.0000000000000426,-2.3654797079980625
-1.9950000000000427,-2.266279962473229
-1.9900000000000428,-2.225766977203636
-1.985000000000043,-2.194964018982865
-1.980000000000043,-2.169209460578882
-1.9750000000000432,-2.146695245817294
-1.9700000000000433,-2.1264929173773024
-1.9650000000000434,-2.1080502474112865
-1.9600000000000435,-2.0910069920001426
-1.9550000000000436,-2.0751126252508563
-1.9500000000000437,-2.060184525080207
-1.9450000000000438,-2.0460846654215943
-1.940000000000044,-2.032705689815475
-1.935000000000044,-2.0199621257240032
-1.9300000000000441,-2.0077845940103227
-1.9250000000000442,-1.9961158524108344
-1.9200000000000443,-1.984908009154789
-1.9150000000000444,-1.9741205095027103
-1.9100000000000446,-1.9637186481675335
-1.9050000000000447,-1.9536724488219726
-1.9000000000000448,-1.9439558056460182
-1.8950000000000449,-1.9345458156562645
-1.890000000000045,-1.925422252392961
-1.885000000000045,-1.9165671459998639
-1.8800000000000452,-1.90796444451856
-1.8750000000000453,-1.8995997379741476
-1.8700000000000454,-1.8914600315752308
-1.8650000000000455,-1.8835335577397392
-1.8600000000000456,-1.8758096191131466
-1.8550000000000457,-1.86827845654844
-1.8500000000000458,-1.8609311373574293
-1.845000000000046,-1.8537594601507885
-1.840000000000046,-1.8467558733500424
-1.8350000000000461,-1.8399134050424326
-1.8300000000000463,-1.8332256023046876
-1.8250000000000464,-1.8266864784771943
-1.8200000000000465,-1.8202904671498912
-1.8150000000000466,-1.814032381843157
-1.8100000000000467,-1.8079073805442265
-1.8050000000000468,-1.8019109344022075
-1.800000000000047,-1.7960388000000544
-1.795000000000047,-1.790286994715695
-1.790000000000047,-1.7846517747612793
-1.7850000000000472,-1.7791296155526783
-1.7800000000000473,-1.77371719411357
-1.7750000000000474,-1.768411373261823
-1.7700000000000475,-1.763209187362078
-1.7650000000000476,-1.7581078294587478
-1.7600000000000477,-1.7531046396291705
-1.7550000000000479,-1.7481970944182148
-1.750000000000048,-1.743382797233898
-1.745000000000048,-1.7386594695991389
-1.7400000000000482,-1.7340249431680346
-1.7350000000000483,-1.7294771524264385
-1.7300000000000484,-1.7250141280063718
-1.7250000000000485,-1.7206339905522465
-1.7200000000000486,-1.7163349450841425
-1.7150000000000487,-1.7121152758097045
-1.7100000000000488,-1.70797334134171
-1.705000000000049,-1.7039075702831386
-1.700000000000049,-1.6999164571457537
-1.6950000000000491,-1.6959985585718624
-1.6900000000000492,-1.6921524898321345
-1.6850000000000493,-1.6883769215751836
-1.6800000000000495,-1.6846705768071017
-1.6750000000000496,-1.6810322280813503
-1.6700000000000497,-1.6774606948813366
-1.6650000000000498,-1.6739548411797585
-1.6600000000000499,-1.670513573160316
-1.65500000000005,-1.6671358370887646
-1.65000000000005,-1.6638206173214998
-1.6450000000000502,-1.6605669344409586
-1.6400000000000503,-1.65737384350809
-1.6350000000000504,-1.6542404324230269
-1.6300000000000505,-1.6511658203858737
-1.6250000000000506,-1.6481491564502304
-1.6200000000000507,-1.6451896181627086
-1.6150000000000508,-1.642286410282269
-1.610000000000051,-1.6394387635737275
-1.605000000000051,-1.6366459336702435
-1.6000000000000512,-1.6339072000000279
-1.5950000000000513,-1.6312218647728984
-1.5900000000000514,-1.6285892520226488
-1.5850000000000515,-1.6260087067015228
-1.5800000000000516,-1.6234795938233737
-1.5750000000000517,-1.621001297652347
-1.5700000000000518,-1.6185732209341661
-1.565000000000052,-1.616194784167329
-1.560000000000052,-1.6138654249117048
-1.5550000000000521,-1.611584597132226
-1.5500000000000522,-1.6093517705755198
-1.5450000000000523,-1.6071664301774888
-1.5400000000000524,-1.6050280754999897
-1.5350000000000525,-1.6029362201948851
-1.5300000000000527,-1.6008903914938672
-1.5250000000000528,-1.5988901297225608
-1.5200000000000529,-1.5969349878375156
-1.515000000000053,-1.595024530984788
-1.510000000000053,-1.5931583360789041
-1.5050000000000532,-1.5913359914010712
-1.5000000000000533,-1.58955709621558
-1.4950000000000534,-1.5878212604034116
-1.4900000000000535,-1.5861281041121176
-1.4850000000000536,-1.584477257421113
-1.4800000000000537,-1.5828683600215647
-1.4750000000000538,-1.5813010609101146
-1.470000000000054,-1.579775018095722
-1.465000000000054,-1.5782898983189535
-1.4600000000000541,-1.576845376783091
-1.4550000000000542,-1.5754411368964603
-1.4500000000000544,-1.574076870025427
-1.4450000000000545,-1.5727522752575314
-1.4400000000000546,-1.5714670591742679
-1.4350000000000547,-1.5702209356330443
-1.4300000000000548,-1.5690136255578797
-1.425000000000055,-1.567844856738429
-1.420000000000055,-1.566714363636938
-1.415000000000055,-1.565621887202767
-1.4100000000000552,-1.564567174694126
-1.4050000000000553,-1.5635499795066996
-1.4000000000000554,-1.5625700610088427
-1.3950000000000555,-1.5616271843830565
-1.3900000000000556,-1.560721120473466
-1.3850000000000557,-1.5598516456390286
-1.3800000000000558,-1.5590185416122349
-1.375000000000056,-1.558221595363051
-1.370000000000056,-1.5574605989678871
-1.3650000000000562,-1.5567353494833762
-1.3600000000000563,-1.5560456488247594
-1.3550000000000564,-1.555391303648686
-1.3500000000000565,-1.554772125240247
-1.3450000000000566,-1.5541879294040701
-1.3400000000000567,-1.5536385363593062
-1.3350000000000568,-1.5531237706383574
-1.330000000000057,-1.552643460989194
-1.325000000000057,-1.552197440281118
-1.3200000000000571,-1.5517855454138436
-1.3150000000000572,-1.5514076172297595
-1.3100000000000573,-1.5510635004292574
-1.3050000000000574,-1.550753043489005
-1.3000000000000576,-1.5504760985830575
-1.2950000000000577,-1.5502325215066994
-1.2900000000000578,-1.550022171602916
-1.2850000000000579,-1.5498449116914004
-1.280000000000058,-1.5497006080000015
-1.275000000000058,-1.5495891300985305
-1.2700000000000582,-1.5495103508348385
-1.2650000000000583,-1.5494641462730865
-1.2600000000000584,-1.549450395634135
-1.2550000000000585,-1.5494689812379765
-1.2500000000000586,-1.549519788448145
-1.2450000000000587,-1.5496027056180357
-1.2400000000000588,-1.5497176240390707
-1.235000000000059,-1.5498644378906532
-1.230000000000059,-1.550043044191849
-1.2250000000000592,-1.5502533427547434
-1.2200000000000593,-1.550495236139421
-1.2150000000000594,-1.550768629610515
-1.2100000000000595,-1.5510734310952814
-1.2050000000000596,-1.551409551143153
-1.2000000000000597,-1.551776902886724
-1.1950000000000598,-1.5521754020041305
-1.19000000000006,-1.5526049666827804
-1.18500000000006,-1.5530655175844004
-1.1800000000000601,-1.553556977811359
-1.1750000000000602,-1.5540792728742328
-1.1700000000000603,-1.5546323306605827
-1.1650000000000604,-1.5552160814049079
-1.1600000000000605,-1.555830457659747
-1.1550000000000606,-1.5564753942678988
-1.1500000000000608,-1.557150828335732
-1.1450000000000609,-1.5578566992075622
-1.140000000000061,-1.5585929484410657
-1.135000000000061,-1.5593595197837107
-1.1300000000000612,-1.5601563591501806
-1.1250000000000613,-1.5609834146007682
-1.1200000000000614,-1.5618406363207207
-1.1150000000000615,-1.5627279766005155
-1.1100000000000616,-1.5636453898170477
-1.1050000000000617,-1.5645928324157128
-1.1000000000000618,-1.5655702628933676
-1.095000000000062,-1.5665776417821524
-1.090000000000062,-1.5676149316341599
-1.0850000000000621,-1.5686820970069393
-1.0800000000000622,-1.5697791044498173
-1.0750000000000624,-1.5709059224910291
-1.0700000000000625,-1.5720625216256443
-1.0650000000000626,-1.5732488743042745
-1.0600000000000627,-1.5744649549225622
-1.0550000000000628,-1.575710739811427
-1.0500000000000629,-1.576986207228075
-1.045000000000063,-1.5782913373477516
-1.040000000000063,-1.5796261122562392
-1.0350000000000632,-1.5809905159430873
-1.0300000000000633,-1.5823845342955702
-1.0250000000000634,-1.5838081550933716
-1.0200000000000635,-1.5852613680039824
-1.0150000000000636,-1.586744164578818
-1.0100000000000637,-1.588256538250043
-1.0050000000000638,-1.589798484328106
-1.000000000000064,-1.5913699999999797
-0.995000000000064,-1.5929710843281053
-0.9900000000000642,-1.5946017382500415
-0.9850000000000643,-1.5962619645788156
-0.9800000000000644,-1.597951768003979
-0.9750000000000645,-1.5996711550933673
-0.9700000000000646,-1.6014201342955654
-0.9650000000000647,-1.6031987159430816
-0.9600000000000648,-1.6050069122562327
-0.9550000000000649,-1.6068447373477441
-0.950000000000065,-1.6087122072280666
-0.9450000000000651,-1.6106093398114179
-0.9400000000000652,-1.6125361549225523
-0.9350000000000653,-1.6144926743042638
-0.9300000000000654,-1.6164789216256326
-0.9250000000000655,-1.618494922491017
-0.9200000000000657,-1.620540704449804
-0.9150000000000658,-1.6226162970069251
-0.9100000000000659,-1.624721731634145
-0.905000000000066,-1.6268570417821369
-0.9000000000000661,-1.6290222628933513
-0.8950000000000662,-1.6312174324156954
-0.8900000000000663,-1.6334425898170295
-0.8850000000000664,-1.6356977766004965
-0.8800000000000665,-1.6379830363207009
-0.8750000000000666,-1.6402984146007475
-0.8700000000000667,-1.642643959150159
-0.8650000000000668,-1.6450197197836882
-0.8600000000000669,-1.6474257484410426
-0.855000000000067,-1.6498620992075383
-0.8500000000000671,-1.6523288283357074
-0.8450000000000673,-1.6548259942678731
-0.8400000000000674,-1.6573536576597205
-0.8350000000000675,-1.6599118814048803
-0.8300000000000676,-1.6625007306605544
-0.8250000000000677,-1.6651202728742036
-0.8200000000000678,-1.6677705778113288
-0.8150000000000679,-1.6704517175843694
-0.810000000000068,-1.6731637666827486
-0.8050000000000681,-1.675906802004098
-0.8000000000000682,-1.6786809028866907
-0.7950000000000683,-1.6814861511431187
-0.7900000000000684,-1.6843226310952462
-0.7850000000000685,-1.6871904296104787
-0.7800000000000686,-1.690089636139384
-0.7750000000000687,-1.6930203427547057
-0.7700000000000689,-1.6959826441918102
-0.765000000000069,-1.6989766378906137
-0.7600000000000691,-1.7020024240390303
-0.7550000000000692,-1.7050601056179944
-0.7500000000000693,-1.7081497884481027
-0.7450000000000694,-1.7112715812379333
-0.7400000000000695,-1.714425595634091
-0.7350000000000696,-1.7176119462730417
-0.7300000000000697,-1.7208307508347926
-0.7250000000000698,-1.7240821300984839
-0.7200000000000699,-1.7273662079999539
-0.71500000000007,-1.730683111691352
-0.7100000000000701,-1.7340329716028666
-0.7050000000000702,-1.737415921506649
-0.7000000000000703,-1.7408320985830061
-0.6950000000000705,-1.7442816434889528
-0.6900000000000706,-1.7477647004292043
-0.6850000000000707,-1.7512814172297055
-0.6800000000000708,-1.7548319454137886
-0.6750000000000709,-1.758416440281062
-0.670000000000071,-1.762035060989137
-0.6650000000000711,-1.7656879706382997
-0.6600000000000712,-1.7693753363592475
-0.6550000000000713,-1.7730973294040102
-0.6500000000000714,-1.7768541252401864
-0.6450000000000715,-1.7806459036486242
-0.6400000000000716,-1.7844728488246968
-0.6350000000000717,-1.7883351494833126
-0.6300000000000718,-1.7922329989678223
-0.6250000000000719,-1.7961665953629853
-0.620000000000072,-1.8001361416121684
-0.6150000000000722,-1.804141845638961
-0.6100000000000723,-1.8081839204733972
-0.6050000000000724,-1.812262584382987
-0.6000000000000725,-1.816378061008772
-0.5950000000000726,-1.820530579506628
-0.5900000000000727,-1.8247203746940532
-0.5850000000000728,-1.8289476872026933
-0.5800000000000729,-1.8332127636368634
-0.575000000000073,-1.8375158567383534
-0.5700000000000731,-1.841857225557803
-0.5650000000000732,-1.8462371356329663
-0.5600000000000733,-1.8506558591741888
-0.5550000000000734,-1.8551136752574515
-0.5500000000000735,-1.859610870025346
-0.5450000000000736,-1.8641477368963781
-0.5400000000000738,-1.8687245767830076
-0.5350000000000739,-1.873341698318869
-0.530000000000074,-1.8779994180956363
-0.5250000000000741,-1.8826980609100281
-0.5200000000000742,-1.887437960021477
-0.5150000000000743,-1.8922194574210243
-0.5100000000000744,-1.8970429041120276
-0.5050000000000745,-1.9019086604033204
-0.5000000000000746,-1.9068170962154878
-0.4950000000000747,-1.9117685914009777
-0.4900000000000748,-1.9167635360788093
-0.4850000000000749,-1.921802330984692
-0.48000000000007503,-1.9268853878374186
-0.47500000000007514,-1.9320131297224625
-0.47000000000007525,-1.9371859914937675
-0.46500000000007535,-1.9424044201947843
-0.46000000000007546,-1.9476688754998877
-0.45500000000007557,-1.9529798301773855
-0.4500000000000757,-1.9583377705754152
-0.4450000000000758,-1.9637431971321202
-0.4400000000000759,-1.9691966249115977
-0.435000000000076,-1.9746985841672204
-0.4300000000000761,-1.9802496209340563
-0.4250000000000762,-1.9858502976522356
-0.4200000000000763,-1.9915011938232614
-0.4150000000000764,-1.9972029067014088
-0.4100000000000765,-2.0029560520225336
-0.40500000000007663,-2.0087612647727817
